first_name,last_name,position,height,weight,country,draft_year,draft_number,id_team,conference,division,team
Bernard,King,G-C,2.01,92.25,USA,1977,7,30,East,Southeast,Washington Wizards
Maury,King,G-C,1.88,87.75,USA,1957,48,30,East,Southeast,Washington Wizards
Chris,King,G-C,2.03,96.75,USA,1992,45,15,West,Southwest,Memphis Grizzlies
Reggie,King,G-C,1.98,101.25,USA,1979,18,26,West,Pacific,Sacramento Kings
Louis,King,F,2.01,92.25,USA,undrafted,undrafted,23,East,Atlantic,Philadelphia 76ers
Albert,King,G-C,1.98,85.5,USA,1981,undrafted,3,East,Atlantic,Brooklyn Nets
Jimmy,King,G-C,1.96,94.5,USA,1995,35,28,East,Atlantic,Toronto Raptors
George,King,G-C,1.83,78.75,USA,1950,undrafted,23,East,Atlantic,Philadelphia 76ers
Rich,King,G-C,2.18,117.0,USA,1991,14,21,West,Northwest,Oklahoma City Thunder
Jim,King,G-C,1.88,78.75,USA,1963,13,14,West,Pacific,Los Angeles Lakers
Stacey,King,G-C,2.11,112.5,USA,1989,6,5,East,Central,Chicago Bulls
Frankie,King,G-C,1.85,83.25,USA,1995,37,23,East,Atlantic,Philadelphia 76ers
Gerard,King,G-C,2.06,112.5,USA,undrafted,undrafted,30,East,Southeast,Washington Wizards
George,King,F,1.98,99.0,USA,2018,59,7,West,Southwest,Dallas Mavericks
Bob,Kinney,G-C,1.98,96.75,USA,undrafted,undrafted,2,East,Atlantic,Boston Celtics
Tarence,Kinsey,G-C,1.98,85.05,USA,undrafted,undrafted,15,West,Southwest,Memphis Grizzlies
Taevion,Kinsey,G,1.96,85.5,USA,undrafted,undrafted,29,West,Northwest,Utah Jazz
Andrei,Kirilenko,G-C,2.06,105.75,Russia,1999,24,29,West,Northwest,Utah Jazz
Walt,Kirk,G-C,1.9,77.85000000000001,USA,undrafted,undrafted,1,East,Southeast,Atlanta Hawks
Alex,Kirk,G-C,2.13,110.25,USA,undrafted,undrafted,6,East,Central,Cleveland Cavaliers
Corey,Kispert,F,1.98,100.8,USA,2021,15,30,East,Southeast,Washington Wizards
Doug,Kistler,G-C,2.06,94.5,USA,1961,26,20,East,Atlantic,New York Knicks
Curtis,Kitchen,G-C,2.06,105.75,USA,1986,122,21,West,Northwest,Oklahoma City Thunder
Greg,Kite,G-C,2.11,112.5,USA,1983,21,22,East,Southeast,Orlando Magic
Kerry,Kittles,G-C,1.96,81.0,USA,1996,8,3,East,Atlantic,Brooklyn Nets
Maxi,Kleber,F,2.08,108.0,Germany,undrafted,undrafted,7,West,Southwest,Dallas Mavericks
Joe,Kleine,G-C,2.13,121.95,USA,1985,6,2,East,Atlantic,Boston Celtics
Linas,Kleiza,G-C,2.03,105.3,Lithuania,2005,27,8,West,Northwest,Denver Nuggets
Leo,Klier,G-C,1.88,76.5,USA,undrafted,undrafted,9,East,Central,Detroit Pistons
Bobi,Klintman,F,2.06,101.25,Sweden,2024,37,9,East,Central,Detroit Pistons
Duane,Klueh,G-C,1.9,78.75,USA,1949,undrafted,9,East,Central,Detroit Pistons
Dalton,Knecht,F,1.98,96.75,USA,2024,17,14,West,Pacific,Los Angeles Lakers
Brandin,Knight,G-C,1.83,81.0,USA,undrafted,undrafted,11,West,Southwest,Houston Rockets
Travis,Knight,G-C,2.13,105.75,USA,1996,29,14,West,Pacific,Los Angeles Lakers
Brevin,Knight,G-C,1.78,74.7,USA,1997,16,6,East,Central,Cleveland Cavaliers
Toby,Knight,G-C,2.06,94.5,USA,1977,32,20,East,Atlantic,New York Knicks
Brandon,Knight,G,1.88,81.9,USA,2011,8,7,West,Southwest,Dallas Mavericks
Billy,Knight,G-C,1.98,87.75,USA,1974,21,12,East,Central,Indiana Pacers
Negele,Knight,G-C,1.85,78.75,USA,1990,31,24,West,Pacific,Phoenix Suns
Bob,Knight,G-C,1.88,83.25,USA,undrafted,undrafted,20,East,Atlantic,New York Knicks
Nathan,Knight,F-C,2.03,113.85000000000001,USA,undrafted,undrafted,20,East,Atlantic,New York Knicks
Ron,Knight,G-C,2.01,96.75,USA,1970,76,25,West,Northwest,Portland Trail Blazers
Lee,Knorek,G-C,2.01,96.75,USA,undrafted,undrafted,20,East,Atlantic,New York Knicks
Dick,Knostman,G-C,1.98,96.75,USA,1953,undrafted,23,East,Atlantic,Philadelphia 76ers
Rod,Knowles,G-C,2.06,96.75,USA,1968,77,24,West,Pacific,Phoenix Suns
Kevin,Knox,F,2.01,96.75,USA,2018,9,10,West,Pacific,Golden State Warriors
Bart,Kofoed,G-C,1.93,94.5,USA,1987,7,29,West,Northwest,Utah Jazz
Don,Kojis,G-C,1.9,90.9,USA,1961,21,11,West,Southwest,Houston Rockets
Tyler,Kolek,G,1.9,87.75,USA,2024,34,20,East,Atlantic,New York Knicks
Christian,Koloko,C,2.13,103.5,Cameroon,2022,33,14,West,Pacific,Los Angeles Lakers
Howard,Komives,G-C,1.85,83.25,USA,1964,13,20,East,Atlantic,New York Knicks
Jon,Koncak,G-C,2.13,112.5,USA,1985,5,1,East,Southeast,Atlanta Hawks
John,Konchar,G-F,1.96,94.5,USA,undrafted,undrafted,15,West,Southwest,Memphis Grizzlies
Bud,Koper,G-C,1.98,94.5,USA,1964,14,10,West,Pacific,Golden State Warriors
Joe,Kopicki,G-C,2.06,108.0,USA,1982,56,30,East,Southeast,Washington Wizards
Miller,Kopp,F,2.01,99.0,USA,undrafted,undrafted,21,West,Northwest,Oklahoma City Thunder
Furkan,Korkmaz,G-F,2.01,90.9,Turkey,2016,26,23,East,Atlantic,Philadelphia 76ers
Luke,Kornet,F-C,2.16,112.5,USA,undrafted,undrafted,2,East,Atlantic,Boston Celtics
Frank,Kornet,G-C,2.06,101.25,USA,1989,undrafted,17,East,Central,Milwaukee Bucks
Yaroslav,Korolev,G-C,2.06,91.35000000000001,Russia,2005,12,13,West,Pacific,LA Clippers
Kyle,Korver,G-F,2.01,95.4,USA,2003,51,23,East,Atlantic,Philadelphia 76ers
Len,Kosmalski,G-C,2.11,110.25,USA,1974,24,26,West,Pacific,Sacramento Kings
Harold,Kottman,G-C,2.03,99.0,USA,undrafted,undrafted,2,East,Atlantic,Boston Celtics
Kosta,Koufos,C,2.13,110.25,USA,2008,23,26,West,Pacific,Sacramento Kings
Tom,Kozelko,G-C,2.03,99.0,USA,1973,48,30,East,Southeast,Washington Wizards
Barry,Kramer,G-C,1.93,90.0,USA,1964,6,10,West,Pacific,Golden State Warriors
Joel,Kramer,G-C,2.01,91.35000000000001,USA,1978,63,24,West,Pacific,Phoenix Suns
Arvid,Kramer,G-C,2.06,99.0,USA,1979,45,8,West,Northwest,Denver Nuggets
Viacheslav,Kravtsov,G-C,2.11,111.15,Ukraine,undrafted,undrafted,9,East,Central,Detroit Pistons
Jim,Krebs,G-C,2.03,103.5,USA,1957,3,14,West,Pacific,Los Angeles Lakers
Vit,Krejci,G,2.03,87.75,Czech Republic,2020,37,1,East,Southeast,Atlanta Hawks
Wayne,Kreklow,G-C,1.93,78.75,USA,1979,53,2,East,Atlantic,Boston Celtics
Tom,Kron,G-C,1.96,90.0,USA,1966,24,21,West,Northwest,Oklahoma City Thunder
Tom,Kropp,G-C,1.9,92.25,USA,1975,48,5,East,Central,Chicago Bulls
Nenad,Krstic,G-C,2.13,108.0,Serbia,2002,24,3,East,Atlantic,Brooklyn Nets
Larry,Krystkowiak,G-C,2.06,99.0,USA,1986,28,17,East,Central,Milwaukee Bucks
Steve,Kuberski,G-C,2.03,96.75,USA,1969,52,2,East,Atlantic,Boston Celtics
Bruce,Kuczenski,G-C,2.08,103.5,USA,1983,59,3,East,Atlantic,Brooklyn Nets
John,Kuester,G-C,1.88,81.0,USA,1977,53,26,West,Pacific,Sacramento Kings
Ray,Kuka,G-C,1.9,90.0,USA,undrafted,undrafted,20,East,Atlantic,New York Knicks
Toni,Kukoc,G-C,2.11,105.75,Croatia,1990,29,5,East,Central,Chicago Bulls
Arnoldas,Kulboka,F,2.08,94.05,Lithuania,2018,55,4,East,Southeast,Charlotte Hornets
Jonathan,Kuminga,F,2.01,101.25,DRC,2021,7,10,West,Pacific,Golden State Warriors
Kevin,Kunnert,G-C,2.13,103.5,USA,1973,12,11,West,Southwest,Houston Rockets
Mitch,Kupchak,G-C,2.06,103.5,USA,1976,13,30,East,Southeast,Washington Wizards
Charles,Kupec,G-C,1.98,99.0,USA,1975,56,14,West,Pacific,Los Angeles Lakers
Rodions,Kurucs,F,2.06,102.60000000000001,Latvia,2018,undrafted,3,East,Atlantic,Brooklyn Nets
Rob,Kurz,G-C,2.06,104.4,USA,undrafted,undrafted,10,West,Pacific,Golden State Warriors
Ibrahim,Kutluay,G-C,1.98,90.0,Turkey,undrafted,undrafted,21,West,Northwest,Oklahoma City Thunder
Kyle,Kuzma,F,2.06,99.45,USA,2017,27,30,East,Southeast,Washington Wizards
Ognjen,Kuzmic,G-C,2.13,117.0,Serbia,2012,52,10,West,Pacific,Golden State Warriors
Mindaugas,Kuzminskas,G-C,2.06,96.75,Lithuania,undrafted,undrafted,20,East,Atlantic,New York Knicks
Fred,LaCour,G-C,1.96,94.5,USA,1960,22,1,East,Southeast,Atlanta Hawks
Raef,LaFrentz,C,2.11,108.0,USA,1998,3,8,West,Northwest,Denver Nuggets
Tom,LaGarde,G-C,2.08,99.0,USA,1977,9,7,West,Southwest,Dallas Mavericks
Jake,LaRavia,F,2.01,105.75,USA,2022,19,15,West,Southwest,Memphis Grizzlies
Rusty,LaRue,G-C,1.9,83.25,USA,undrafted,undrafted,5,East,Central,Chicago Bulls
Rudy,LaRusso,G-C,2.03,99.0,USA,1959,undrafted,14,West,Pacific,Los Angeles Lakers
Zach,LaVine,G,1.96,90.0,USA,2014,13,5,East,Central,Chicago Bulls
Skal,Labissiere,F,2.08,105.75,Haiti,2016,28,26,West,Pacific,Sacramento Kings
Sam,Lacey,G-C,2.08,105.75,USA,1970,5,26,West,Pacific,Sacramento Kings
Christian,Laettner,G-C,2.11,110.25,USA,1992,3,18,West,Northwest,Minnesota Timberwolves
Oliver,Lafayette,G-C,1.88,85.5,USA,undrafted,undrafted,2,East,Atlantic,Boston Celtics
Bill,Laimbeer,G-C,2.11,110.25,USA,1979,65,9,East,Central,Detroit Pistons
Bo,Lamar,G-C,1.85,81.0,USA,1973,44,14,West,Pacific,Los Angeles Lakers
Doron,Lamb,G-C,1.93,90.0,USA,2012,42,22,East,Southeast,Orlando Magic
Anthony,Lamb,F,1.98,102.15,USA,undrafted,undrafted,10,West,Pacific,Golden State Warriors
Jeremy,Lamb,G,1.96,81.0,USA,2012,12,26,West,Pacific,Sacramento Kings
John,Lambert,G-C,2.08,101.25,USA,1975,15,6,East,Central,Cleveland Cavaliers
Jeff,Lamp,G-C,1.98,87.75,USA,1981,15,25,West,Northwest,Portland Trail Blazers
Maciej,Lampe,G-C,2.11,123.75,Poland,2003,undrafted,24,West,Pacific,Phoenix Suns
Sean,Lampley,G-C,2.01,102.15,USA,2001,44,16,East,Southeast,Miami Heat
Jim,Lampley,G-C,2.08,103.5,USA,1983,2,23,East,Atlantic,Philadelphia 76ers
Jock,Landale,C,2.11,114.75,Australia,undrafted,undrafted,11,West,Southwest,Houston Rockets
Marcus,Landry,G-C,2.01,105.75,USA,undrafted,undrafted,20,East,Atlantic,New York Knicks
Carl,Landry,G-C,2.06,111.60000000000001,USA,2007,31,26,West,Pacific,Sacramento Kings
Mark,Landsberger,G-C,2.03,96.75,USA,1977,35,14,West,Pacific,Los Angeles Lakers
Jerome,Lane,G-C,1.98,103.5,USA,1988,23,8,West,Northwest,Denver Nuggets
James,Lang,G-C,2.08,137.25,USA,2003,48,30,East,Southeast,Washington Wizards
Antonio,Lang,G-C,2.03,103.5,USA,1994,29,6,East,Central,Cleveland Cavaliers
Andrew,Lang,G-C,2.11,123.75,USA,1988,28,24,West,Pacific,Phoenix Suns
Trajan,Langdon,G-C,1.9,88.65,USA,1999,11,6,East,Central,Cleveland Cavaliers
Keith,Langford,G-C,1.93,96.75,USA,undrafted,undrafted,27,West,Southwest,San Antonio Spurs
Romeo,Langford,G,1.96,97.2,USA,2019,14,29,West,Northwest,Utah Jazz
Dan,Langhi,G-C,2.11,99.0,USA,2000,31,11,West,Southwest,Houston Rockets
Bob,Lanier,G-C,2.11,112.5,USA,1970,1,9,East,Central,Detroit Pistons
Stu,Lantz,G-C,1.9,78.75,USA,1968,23,11,West,Southwest,Houston Rockets
Nicolas,Laprovittola,G-C,1.93,81.0,Argentina,undrafted,undrafted,27,West,Southwest,San Antonio Spurs
York,Larese,G-C,1.93,82.35000000000001,USA,1961,undrafted,10,West,Pacific,Golden State Warriors
Shane,Larkin,G-C,1.8,78.75,USA,2013,18,3,East,Atlantic,Brooklyn Nets
Pelle,Larsson,G,1.96,96.75,Sweden,2024,44,16,East,Southeast,Miami Heat
John,Laskowski,G-C,1.98,83.25,USA,1975,32,5,East,Central,Chicago Bulls
Stephane,Lasme,G-C,2.03,96.75,Gabon,2007,46,16,East,Southeast,Miami Heat
Dave,Lattin,G-C,1.98,101.25,USA,1967,undrafted,24,West,Pacific,Phoenix Suns
Priest,Lauderdale,G-C,2.24,146.25,USA,1996,28,8,West,Northwest,Denver Nuggets
Rich,Laurel,G-C,1.98,85.5,USA,1977,19,17,East,Central,Milwaukee Bucks
Joffrey,Lauvergne,G-C,2.11,117.0,France,2013,55,8,West,Northwest,Denver Nuggets
Tony,Lavelli,G-C,1.9,83.25,USA,1949,4,2,East,Atlantic,Boston Celtics
Vic,Law,F,2.01,90.45,USA,undrafted,undrafted,22,East,Southeast,Orlando Magic
Acie,Law,G-C,1.9,90.9,USA,2007,11,1,East,Southeast,Atlanta Hawks
Gani,Lawal,G-C,2.06,105.3,USA,2010,46,24,West,Pacific,Phoenix Suns
Ed,Lawrence,G-C,2.11,102.60000000000001,USA,1976,84,9,East,Central,Detroit Pistons
Jason,Lawson,G-C,2.11,108.0,USA,1997,41,22,East,Southeast,Orlando Magic
AJ,Lawson,G,1.98,80.55,Canada,undrafted,undrafted,7,West,Southwest,Dallas Mavericks
Ty,Lawson,G-C,1.8,87.75,USA,2009,18,8,West,Northwest,Denver Nuggets
Jake,Layman,F,2.03,94.05,USA,2016,47,2,East,Atlantic,Boston Celtics
Dennis,Layton,G-C,1.85,81.0,USA,1971,48,24,West,Pacific,Phoenix Suns
Caris,LeVert,G,1.98,92.25,USA,2016,undrafted,6,East,Central,Cleveland Cavaliers
TJ,Leaf,F,2.08,99.9,USA,2017,18,12,East,Central,Indiana Pacers
Emanuel,Leaks,G-C,2.03,101.25,USA,1968,undrafted,23,East,Atlantic,Philadelphia 76ers
Hal,Lear,G-C,1.8,73.35000000000001,USA,1956,7,10,West,Pacific,Golden State Warriors
Allen,Leavell,G-C,1.85,76.5,USA,1979,4,11,West,Southwest,Houston Rockets
Jeff,Lebo,G-C,1.88,81.0,USA,undrafted,undrafted,27,West,Southwest,San Antonio Spurs
Eric,Leckner,G-C,2.11,119.25,USA,1988,17,29,West,Northwest,Utah Jazz
Jalen,Lecque,G,1.93,83.25,USA,undrafted,undrafted,24,West,Pacific,Phoenix Suns
Ricky,Ledo,G-C,2.01,87.75,USA,2013,43,7,West,Southwest,Dallas Mavericks
Butch,Lee,G-C,1.83,83.25,USA,1978,undrafted,1,East,Southeast,Atlanta Hawks
Rock,Lee,G-C,2.08,99.0,USA,undrafted,undrafted,13,West,Pacific,LA Clippers
Keith,Lee,G-C,2.08,96.75,USA,1985,11,6,East,Central,Cleveland Cavaliers
Doug,Lee,G-C,1.96,90.0,USA,1987,35,3,East,Atlantic,Brooklyn Nets
Damion,Lee,G,1.98,94.5,USA,undrafted,undrafted,24,West,Pacific,Phoenix Suns
George,Lee,G-C,1.93,90.0,USA,1959,24,9,East,Central,Detroit Pistons
Russell,Lee,G-C,1.96,83.25,USA,1972,6,17,East,Central,Milwaukee Bucks
Saben,Lee,G,1.88,82.35000000000001,USA,2020,38,24,West,Pacific,Phoenix Suns
Ron,Lee,G-C,1.9,86.85000000000001,USA,1976,undrafted,24,West,Pacific,Phoenix Suns
Clyde,Lee,G-C,2.08,92.25,USA,1966,3,10,West,Pacific,Golden State Warriors
Courtney,Lee,G,1.96,96.75,USA,2008,22,15,West,Southwest,Memphis Grizzlies
Kurk,Lee,G-C,1.9,85.5,USA,undrafted,undrafted,3,East,Atlantic,Brooklyn Nets
Greg,Lee,G-C,1.9,85.5,USA,1974,115,25,West,Northwest,Portland Trail Blazers
Malcolm,Lee,G-C,1.96,90.0,USA,2011,43,18,West,Northwest,Minnesota Timberwolves
David,Lee,G-C,2.06,110.25,USA,2005,undrafted,20,East,Atlantic,New York Knicks
Ed,Leede,G-C,1.9,83.25,USA,1949,undrafted,2,East,Atlantic,Boston Celtics
Tim,Legler,G-C,1.93,99.0,USA,undrafted,undrafted,30,East,Southeast,Washington Wizards
George,Lehmann,G-C,1.83,81.0,USA,undrafted,undrafted,1,East,Southeast,Atlanta Hawks
Walter,Lemon Jr.,G-C,1.9,81.0,USA,2014,undrafted,5,East,Central,Chicago Bulls
Alex,Len,C,2.13,112.5,Ukraine,2013,5,26,West,Pacific,Sacramento Kings
Voshon,Lenard,G-C,1.93,96.75,USA,1994,46,16,East,Southeast,Miami Heat
Bob,Leonard,G-C,1.9,83.25,USA,1954,undrafted,14,West,Pacific,Los Angeles Lakers
Gary,Leonard,G-C,2.16,112.5,USA,1989,34,18,West,Northwest,Minnesota Timberwolves
Kawhi,Leonard,F,2.01,101.25,USA,2011,15,13,West,Pacific,LA Clippers
Meyers,Leonard,F-C,2.13,117.0,USA,2012,11,17,East,Central,Milwaukee Bucks
Malevy,Leons,F,2.06,94.5,Netherlands,undrafted,undrafted,21,West,Northwest,Oklahoma City Thunder
Jim,Les,G-C,1.8,74.25,USA,1986,undrafted,26,West,Pacific,Sacramento Kings
Travis,Leslie,G-C,1.93,92.25,USA,2011,47,13,West,Pacific,LA Clippers
Ronnie,Lester,G-C,1.88,78.75,USA,1980,undrafted,5,East,Central,Chicago Bulls
Clifford,Lett,G-C,1.9,76.5,USA,undrafted,undrafted,27,West,Southwest,San Antonio Spurs
Jon,Leuer,F,2.08,102.60000000000001,USA,2011,undrafted,15,West,Southwest,Memphis Grizzlies
Andrew,Levane,G-C,1.88,85.5,USA,undrafted,undrafted,23,East,Atlantic,Philadelphia 76ers
Lafayette,Lever,G-C,1.9,76.5,USA,1982,11,8,West,Northwest,Denver Nuggets
Cliff,Levingston,G-C,2.03,94.5,USA,1982,9,1,East,Southeast,Atlanta Hawks
Ralph,Lewis,G-C,1.98,90.0,USA,1985,139,9,East,Central,Detroit Pistons
Martin,Lewis,G-C,1.98,101.25,USA,1995,undrafted,28,East,Atlantic,Toronto Raptors
Cedric,Lewis,G-C,2.08,105.75,USA,undrafted,undrafted,30,East,Southeast,Washington Wizards
Bobby,Lewis,G-C,1.9,78.75,USA,1967,39,10,West,Pacific,Golden State Warriors
Scottie,Lewis,G,1.96,83.25,USA,2021,56,4,East,Southeast,Charlotte Hornets
Justin,Lewis,F,2.01,110.25,USA,undrafted,undrafted,5,East,Central,Chicago Bulls
Freddie,Lewis,G-C,1.83,78.75,USA,1966,88,12,East,Central,Indiana Pacers
Reggie,Lewis,G-C,2.01,87.75,USA,1987,22,2,East,Atlantic,Boston Celtics
Maxwell,Lewis,F,2.01,87.75,USA,2023,undrafted,14,West,Pacific,Los Angeles Lakers
Quincy,Lewis,G-C,2.01,96.75,USA,1999,19,29,West,Northwest,Utah Jazz
Rashard,Lewis,G-C,2.08,105.75,USA,1998,32,21,West,Northwest,Oklahoma City Thunder
Kira,Lewis Jr.,G,1.85,76.5,USA,2020,13,30,East,Southeast,Washington Wizards
Marcus,Liberty,G-C,2.03,92.25,USA,1990,42,8,West,Northwest,Denver Nuggets
Todd,Lichti,G-C,1.93,92.25,USA,1989,15,8,West,Northwest,Denver Nuggets
E.J.,Liddell,F,1.98,108.0,USA,2022,41,5,East,Central,Chicago Bulls
DeAndre,Liggins,G-C,1.98,94.05,USA,2011,53,6,East,Central,Cleveland Cavaliers
Bill,Ligon,G-C,1.93,81.0,USA,1974,175,9,East,Central,Detroit Pistons
Damian,Lillard,G,1.88,87.75,USA,2012,6,17,East,Central,Milwaukee Bucks
Jeremy,Lin,G,1.9,90.0,USA,undrafted,undrafted,11,West,Southwest,Houston Rockets
Steve,Lingenfelter,G-C,2.06,101.25,USA,1981,44,30,East,Southeast,Washington Wizards
Alton,Lister,G-C,2.13,110.25,USA,1981,21,17,East,Central,Milwaukee Bucks
Nassir,Little,F,1.98,99.0,USA,2019,25,16,East,Southeast,Miami Heat
Dereck,Lively II,C,2.16,103.5,USA,2023,12,7,West,Southwest,Dallas Mavericks
Isaiah,Livers,F,1.98,104.4,USA,2021,42,9,East,Central,Detroit Pistons
Chris,Livingston,F,1.98,99.0,USA,2023,58,17,East,Central,Milwaukee Bucks
Randy,Livingston,G-C,1.93,94.05,USA,1996,42,24,West,Pacific,Phoenix Suns
Shaun,Livingston,G,2.01,86.4,USA,2004,4,10,West,Pacific,Golden State Warriors
Ron,Livingstone,G-C,2.08,99.0,USA,1949,6,10,West,Pacific,Golden State Warriors
Horacio,Llamas,G-C,2.11,128.25,USA,undrafted,undrafted,24,West,Pacific,Phoenix Suns
Scott,Lloyd,G-C,2.08,103.5,USA,1976,24,7,West,Southwest,Dallas Mavericks
Earl,Lloyd,G-C,1.98,90.0,USA,1950,undrafted,23,East,Atlantic,Philadelphia 76ers
Lewis,Lloyd,G-C,1.98,92.25,USA,1981,76,11,West,Southwest,Houston Rockets
Bob,Lochmueller,G-C,1.96,83.25,USA,1952,7,23,East,Atlantic,Philadelphia 76ers
Robert,Lock,G-C,2.06,101.25,USA,1988,51,13,West,Pacific,LA Clippers
Darrell,Lockhart,G-C,2.06,110.25,USA,1983,35,27,West,Southwest,San Antonio Spurs
Ian,Lockhart,G-C,2.03,108.0,USA,undrafted,undrafted,24,West,Pacific,Phoenix Suns
Kevin,Loder,G-C,1.98,92.25,USA,1981,17,26,West,Pacific,Sacramento Kings
Zach,Lofton,G,1.93,81.0,USA,undrafted,undrafted,9,East,Central,Detroit Pistons
Kenneth,Lofton Jr.,F,1.98,123.75,USA,undrafted,undrafted,5,East,Central,Chicago Bulls
Brad,Lohaus,G-C,2.11,103.5,USA,1987,45,17,East,Central,Milwaukee Bucks
Paul,Long,G-C,1.88,81.0,USA,1967,45,9,East,Central,Detroit Pistons
Grant,Long,G-C,2.06,112.5,USA,1988,33,16,East,Southeast,Miami Heat
Art,Long,G-C,2.06,112.5,USA,undrafted,undrafted,21,West,Northwest,Oklahoma City Thunder
Shawn,Long,G-C,2.06,114.75,USA,undrafted,undrafted,23,East,Atlantic,Philadelphia 76ers
John,Long,G-C,1.96,90.0,USA,1978,29,9,East,Central,Detroit Pistons
Luc,Longley,G-C,2.18,117.0,USA,1991,7,5,East,Central,Chicago Bulls
Kevon,Looney,F,2.06,99.9,USA,2015,undrafted,10,West,Pacific,Golden State Warriors
Felipe,Lopez,G-C,1.96,87.75,Dominican Republic,1998,24,15,West,Southwest,Memphis Grizzlies
Robin,Lopez,C,2.13,126.45,USA,2008,15,17,East,Central,Milwaukee Bucks
Brook,Lopez,C,2.16,126.9,USA,2008,undrafted,17,East,Central,Milwaukee Bucks
Raul,Lopez,G-C,1.83,72.0,Spain,2001,24,29,West,Northwest,Utah Jazz
Ryan,Lorthridge,G-C,1.93,85.5,USA,undrafted,undrafted,10,West,Pacific,Golden State Warriors
Jim,Loscutoff,G-C,1.96,99.0,USA,1955,3,2,East,Atlantic,Boston Celtics
Plummer,Lott,G-C,1.96,94.5,USA,1967,54,21,West,Northwest,Oklahoma City Thunder
Kevin,Loughery,G-C,1.9,85.5,USA,1962,11,30,East,Southeast,Washington Wizards
Marcos,Louzada Silva,G,1.96,84.60000000000001,Brazil,2019,35,25,West,Northwest,Portland Trail Blazers
Stan,Love,G-C,2.06,96.75,USA,1971,9,30,East,Southeast,Washington Wizards
Bob,Love,G-C,2.03,96.75,USA,1965,33,5,East,Central,Chicago Bulls
Kevin,Love,F-C,2.03,112.95,USA,2008,5,16,East,Southeast,Miami Heat
Clyde,Lovellette,G-C,2.06,105.3,USA,1952,9,14,West,Pacific,Los Angeles Lakers
Sidney,Lowe,G-C,1.83,87.75,USA,1983,25,18,West,Northwest,Minnesota Timberwolves
Chuck,Lowery,G-C,1.9,83.25,USA,1971,125,17,East,Central,Milwaukee Bucks
Kyle,Lowry,G,1.83,88.2,USA,2006,24,23,East,Atlantic,Philadelphia 76ers
Jordan,Loyd,G,1.93,94.5,USA,undrafted,undrafted,28,East,Atlantic,Toronto Raptors
Maurice,Lucas,G-C,2.06,96.75,USA,1974,14,25,West,Northwest,Portland Trail Blazers
Kalin,Lucas,G-C,1.85,87.75,USA,undrafted,undrafted,15,West,Southwest,Memphis Grizzlies
Al,Lucas,G-C,1.9,87.75,USA,undrafted,undrafted,2,East,Atlantic,Boston Celtics
John,Lucas,G-C,1.9,78.75,USA,1976,1,11,West,Southwest,Houston Rockets
Jerry,Lucas,G-C,2.03,103.5,USA,1962,undrafted,26,West,Pacific,Sacramento Kings
John,Lucas III,G-C,1.8,74.7,USA,undrafted,undrafted,28,East,Atlantic,Toronto Raptors
Ted,Luckenbill,G-C,1.98,92.25,USA,1961,15,10,West,Pacific,Golden State Warriors
Tyronn,Lue,G-C,1.83,78.75,USA,1998,23,1,East,Southeast,Atlanta Hawks
Phil,Lumpkin,G-C,1.83,74.25,USA,1974,34,25,West,Northwest,Portland Trail Blazers
Ray,Lumpp,G-C,1.85,80.10000000000001,USA,1948,undrafted,20,East,Atlantic,New York Knicks
Gabriel,Lundberg,G-C,1.93,91.35000000000001,Denmark,undrafted,undrafted,24,West,Pacific,Phoenix Suns
Seth,Lundy,G,1.93,99.0,USA,2023,46,1,East,Southeast,Atlanta Hawks
Timothe,Luwawu-Cabarrot,G-F,2.01,96.75,France,2016,24,24,West,Pacific,Phoenix Suns
Tyler,Lydon,F,2.08,101.25,USA,2017,24,8,West,Northwest,Denver Nuggets
Trey,Lyles,F,2.06,105.3,Canada,2015,12,26,West,Pacific,Sacramento Kings
George,Lynch,G-C,2.03,105.75,USA,1993,12,19,West,Southwest,New Orleans Pelicans
Kevin,Lynch,G-C,1.96,87.75,USA,1991,28,4,East,Southeast,Charlotte Hornets
Mike,Lynn,G-C,2.01,96.75,USA,1968,39,14,West,Pacific,Los Angeles Lakers
Sheldon,Mac,G-C,1.98,90.0,USA,2016,undrafted,30,East,Southeast,Washington Wizards
Todd,MacCulloch,G-C,2.13,126.0,Canada,1999,47,23,East,Atlantic,Philadelphia 76ers
Ronnie,MacGilvray,G-C,1.88,83.25,USA,1952,undrafted,1,East,Southeast,Atlanta Hawks
Don,MacLean,G-C,2.08,105.75,USA,1992,19,30,East,Southeast,Washington Wizards
Mike,Macaluso,G-C,1.96,94.5,USA,1973,88,13,West,Pacific,LA Clippers
Ed,Macauley,G-C,2.03,83.25,USA,1949,undrafted,2,East,Atlantic,Boston Celtics
Scott,Machado,G-C,1.85,92.25,USA,undrafted,undrafted,11,West,Southwest,Houston Rockets
Arvydas,Macijauskas,G-C,1.93,96.3,Lithuania,undrafted,undrafted,19,West,Southwest,New Orleans Pelicans
Ollie,Mack,G-C,1.9,83.25,USA,1979,25,7,West,Southwest,Dallas Mavericks
Shelvin,Mack,G,1.9,91.35000000000001,USA,2011,34,1,East,Southeast,Atlanta Hawks
Sam,Mack,G-C,2.01,99.0,USA,undrafted,undrafted,11,West,Southwest,Houston Rockets
Malcolm,Mackey,G-C,2.06,111.60000000000001,USA,1993,27,24,West,Pacific,Phoenix Suns
Rudy,Macklin,G-C,2.01,92.25,USA,1981,52,1,East,Southeast,Atlanta Hawks
