first_name,last_name,position,height,weight,country,draft_year,draft_number,id_team,conference,division,team
Ralph,Jackson,G-C,1.88,85.5,USA,1984,71,12,East,Central,Indiana Pacers
Lucious,Jackson,G-C,2.06,108.0,USA,1964,4,23,East,Atlantic,Philadelphia 76ers
Cedric,Jackson,G-C,1.9,85.5,USA,undrafted,undrafted,6,East,Central,Cleveland Cavaliers
Bobby,Jackson,G,1.85,83.25,USA,1997,23,26,West,Pacific,Sacramento Kings
Isaiah,Jackson,F,2.06,92.25,USA,2021,22,12,East,Central,Indiana Pacers
Luke,Jackson,G-C,2.01,96.75,USA,2004,undrafted,6,East,Central,Cleveland Cavaliers
Reggie,Jackson,G,1.88,93.60000000000001,USA,2011,24,23,East,Atlantic,Philadelphia 76ers
Wardell,Jackson,G-C,2.01,90.0,USA,1974,98,21,West,Northwest,Oklahoma City Thunder
Andre,Jackson Jr.,G,1.98,94.05,USA,2023,36,17,East,Central,Milwaukee Bucks
Jaren,Jackson Jr.,F-C,2.08,108.9,USA,2018,4,15,West,Southwest,Memphis Grizzlies
Trayce,Jackson-Davis,F,2.06,110.25,USA,2023,57,10,West,Pacific,Golden State Warriors
Casey,Jacobsen,G-C,1.98,96.75,USA,2002,22,24,West,Pacific,Phoenix Suns
Sam,Jacobson,G-C,1.93,98.55,USA,1998,26,10,West,Pacific,Golden State Warriors
Dave,Jamerson,G-C,1.96,85.5,USA,1990,15,11,West,Southwest,Houston Rockets
Bronny,James,G,1.88,94.5,USA,2024,55,14,West,Pacific,Los Angeles Lakers
Justin,James,G-F,2.01,85.5,USA,2019,undrafted,26,West,Pacific,Sacramento Kings
Bernard,James,G-C,2.08,105.75,USA,2012,33,7,West,Southwest,Dallas Mavericks
Aaron,James,G-C,2.03,94.5,USA,1974,28,29,West,Northwest,Utah Jazz
Damion,James,G-C,2.01,101.25,USA,2010,24,3,East,Atlantic,Brooklyn Nets
Mike,James,G-C,1.85,78.75,USA,undrafted,undrafted,24,West,Pacific,Phoenix Suns
LeBron,James,F,2.06,112.5,USA,2003,1,14,West,Pacific,Los Angeles Lakers
Mike,James,G-C,1.88,84.60000000000001,USA,undrafted,undrafted,16,East,Southeast,Miami Heat
Jerome,James,G-C,2.16,128.25,USA,1998,36,21,West,Northwest,Oklahoma City Thunder
Tim,James,G-C,2.01,96.3,USA,1999,25,4,East,Southeast,Charlotte Hornets
Henry,James,G-C,2.03,99.0,USA,undrafted,undrafted,6,East,Central,Cleveland Cavaliers
Harold,Jamison,G-C,2.06,121.05,USA,undrafted,undrafted,13,West,Pacific,LA Clippers
Antawn,Jamison,G-C,2.06,105.75,USA,1998,4,30,East,Southeast,Washington Wizards
Jaime,Jaquez Jr.,G,1.98,101.25,USA,2023,18,16,East,Southeast,Miami Heat
Marko,Jaric,G-C,2.01,100.8,Serbia,2000,undrafted,18,West,Northwest,Minnesota Timberwolves
Tony,Jaros,G-C,1.9,83.25,USA,undrafted,undrafted,14,West,Pacific,Los Angeles Lakers
DeJon,Jarreau,G,1.96,83.25,USA,undrafted,undrafted,15,West,Southwest,Memphis Grizzlies
Sarunas,Jasikevicius,G-C,1.93,88.65,Lithuania,undrafted,undrafted,12,East,Central,Indiana Pacers
Nathan,Jawai,G-C,2.08,126.0,Australia,2008,41,18,West,Northwest,Minnesota Timberwolves
Abdul,Jeelani,G-C,2.03,94.5,USA,undrafted,undrafted,25,West,Northwest,Portland Trail Blazers
Chris,Jefferies,G-C,2.03,103.5,USA,2002,27,28,East,Atlantic,Toronto Raptors
Othyus,Jeffers,G-C,1.96,94.5,USA,undrafted,undrafted,30,East,Southeast,Washington Wizards
Al,Jefferson,G-C,2.08,126.0,USA,2004,15,29,West,Northwest,Utah Jazz
Cory,Jefferson,G-C,2.06,98.10000000000001,USA,2014,undrafted,3,East,Atlantic,Brooklyn Nets
Richard,Jefferson,G-C,2.01,104.85000000000001,USA,2001,13,3,East,Atlantic,Brooklyn Nets
Amile,Jefferson,F,2.06,99.9,USA,2017,undrafted,22,East,Southeast,Orlando Magic
Dontell,Jefferson,G-C,1.96,87.75,USA,undrafted,undrafted,4,East,Southeast,Charlotte Hornets
Jared,Jeffries,G-C,2.11,108.0,USA,2002,11,20,East,Atlantic,New York Knicks
DaQuan,Jeffries,F,1.96,99.9,USA,undrafted,undrafted,4,East,Southeast,Charlotte Hornets
Trey,Jemison,C,2.08,117.0,USA,undrafted,undrafted,19,West,Southwest,New Orleans Pelicans
Horace,Jenkins,G-C,1.85,81.0,USA,undrafted,undrafted,9,East,Central,Detroit Pistons
Daniss,Jenkins,G-C,1.9,74.25,USA,undrafted,undrafted,9,East,Central,Detroit Pistons
John,Jenkins,G-C,1.93,96.75,USA,2012,23,1,East,Southeast,Atlanta Hawks
Charles,Jenkins,G-C,1.9,96.75,USA,2011,44,10,West,Pacific,Golden State Warriors
Brandon,Jennings,G,1.85,76.5,USA,2009,undrafted,17,East,Central,Milwaukee Bucks
Keith,Jennings,G-C,1.7,72.0,USA,undrafted,undrafted,10,West,Pacific,Golden State Warriors
Chris,Jent,G-C,2.01,99.0,USA,undrafted,undrafted,20,East,Atlantic,New York Knicks
Les,Jepsen,G-C,2.13,106.65,USA,1990,28,26,West,Pacific,Sacramento Kings
Jonas,Jerebko,F,2.08,103.95,Sweden,2009,39,9,East,Central,Detroit Pistons
Ty,Jerome,G,1.96,87.75,USA,2019,24,6,East,Central,Cleveland Cavaliers
Curtis,Jerrells,G,1.85,87.75,USA,undrafted,undrafted,27,West,Southwest,San Antonio Spurs
Grant,Jerrett,G-C,2.08,104.4,USA,2013,undrafted,21,West,Northwest,Oklahoma City Thunder
Pooh,Jeter,G-C,1.8,78.75,USA,undrafted,undrafted,26,West,Pacific,Sacramento Kings
Yi,Jianlian,F,2.13,112.5,China,2007,6,3,East,Atlantic,Brooklyn Nets
Isaiah,Joe,G,1.9,74.25,USA,2020,49,21,West,Northwest,Oklahoma City Thunder
Peter,John Ramos,G-C,2.21,123.75,Puerto Rico,2004,32,30,East,Southeast,Washington Wizards
Britton,Johnsen,F,2.08,94.5,USA,undrafted,undrafted,22,East,Southeast,Orlando Magic
Clay,Johnson,G-C,1.93,78.75,USA,1978,1,14,West,Pacific,Los Angeles Lakers
Brice,Johnson,G-C,2.08,103.5,USA,2016,25,13,West,Pacific,LA Clippers
Cameron,Johnson,F,2.03,94.5,USA,2019,11,3,East,Atlantic,Brooklyn Nets
Larry,Johnson,G-C,1.9,92.25,USA,1977,24,13,West,Pacific,LA Clippers
Linton,Johnson,G-C,2.03,92.25,USA,undrafted,undrafted,19,West,Southwest,New Orleans Pelicans
Dakari,Johnson,G-C,2.13,114.75,USA,2015,48,21,West,Northwest,Oklahoma City Thunder
Keshad,Johnson,F,2.01,101.25,USA,undrafted,undrafted,16,East,Southeast,Miami Heat
Keon,Johnson,G,1.96,83.25,USA,2021,21,3,East,Atlantic,Brooklyn Nets
DeMarco,Johnson,G-C,2.06,110.25,USA,1998,38,20,East,Atlantic,New York Knicks
Larry,Johnson,G-C,2.01,105.75,USA,1991,1,4,East,Southeast,Charlotte Hornets
Alexander,Johnson,G-C,2.06,108.0,USA,2006,45,15,West,Southwest,Memphis Grizzlies
Ron,Johnson,G-C,2.03,96.75,USA,1960,12,14,West,Pacific,Los Angeles Lakers
John,Johnson,G-C,2.01,90.0,USA,1970,7,21,West,Northwest,Oklahoma City Thunder
Keyontae,Johnson,F,1.93,103.5,USA,2023,undrafted,4,East,Southeast,Charlotte Hornets
Trey,Johnson,G-C,1.96,98.10000000000001,USA,undrafted,undrafted,19,West,Southwest,New Orleans Pelicans
Steffond,Johnson,G-C,2.03,108.0,USA,1986,0,13,West,Pacific,LA Clippers
Carldell,Johnson,G-C,1.78,81.0,USA,undrafted,undrafted,19,West,Southwest,New Orleans Pelicans
Rich,Johnson,G-C,2.01,94.5,USA,1968,46,2,East,Atlantic,Boston Celtics
Chris,Johnson,G-C,2.11,94.5,USA,undrafted,undrafted,18,West,Northwest,Minnesota Timberwolves
Marques,Johnson,G-C,2.01,98.10000000000001,USA,1977,3,17,East,Central,Milwaukee Bucks
AJ,Johnson,G,1.96,72.0,USA,2024,23,17,East,Central,Milwaukee Bucks
Ken,Johnson,G-C,2.08,108.0,USA,2001,48,16,East,Southeast,Miami Heat
Magic,Johnson,G-C,2.06,99.0,USA,1979,1,14,West,Pacific,Los Angeles Lakers
Mickey,Johnson,G-C,2.08,85.5,USA,1974,56,5,East,Central,Chicago Bulls
Omari,Johnson,G-C,2.06,99.0,Jamaica,undrafted,undrafted,15,West,Southwest,Memphis Grizzlies
Ervin,Johnson,G-C,2.11,110.25,USA,1993,23,17,East,Central,Milwaukee Bucks
Nick,Johnson,G-C,1.9,90.9,USA,2014,42,11,West,Southwest,Houston Rockets
Lynbert,Johnson,G-C,1.96,87.75,USA,1979,54,10,West,Pacific,Golden State Warriors
Wesley,Johnson,G-F,2.01,96.75,USA,2010,4,13,West,Pacific,LA Clippers
Eddie,Johnson,G-C,1.88,81.0,USA,1977,49,1,East,Southeast,Atlanta Hawks
Ollie,Johnson,G-C,1.98,90.0,USA,1972,undrafted,26,West,Pacific,Sacramento Kings
Steve,Johnson,G-C,2.08,105.75,USA,1981,7,26,West,Pacific,Sacramento Kings
George,Johnson,G-C,2.11,92.25,USA,1970,79,10,West,Pacific,Golden State Warriors
Ivan,Johnson,G-C,2.03,114.75,USA,undrafted,undrafted,1,East,Southeast,Atlanta Hawks
Chris,Johnson,G-C,1.98,92.7,USA,undrafted,undrafted,29,West,Northwest,Utah Jazz
Jalen,Johnson,F,2.03,98.55,USA,2021,undrafted,1,East,Southeast,Atlanta Hawks
Darryl,Johnson,G-C,1.85,76.5,USA,1987,58,6,East,Central,Cleveland Cavaliers
Armon,Johnson,G-C,1.9,87.75,USA,2010,34,25,West,Northwest,Portland Trail Blazers
George,Johnson,G-C,2.01,94.5,USA,1978,12,12,East,Central,Indiana Pacers
Clemon,Johnson,G-C,2.08,108.0,USA,1978,44,12,East,Central,Indiana Pacers
Dave,Johnson,G-C,2.01,94.5,USA,1992,26,25,West,Northwest,Portland Trail Blazers
Eric,Johnson,G-C,1.88,92.25,USA,undrafted,undrafted,29,West,Northwest,Utah Jazz
Eddie,Johnson,G-C,2.01,96.75,USA,1981,29,26,West,Pacific,Sacramento Kings
Andy,Johnson,G-C,1.96,96.75,USA,undrafted,undrafted,10,West,Pacific,Golden State Warriors
Charlie,Johnson,G-C,1.83,76.5,USA,1971,93,10,West,Pacific,Golden State Warriors
Joe,Johnson,G-C,2.01,108.0,USA,2001,undrafted,2,East,Atlantic,Boston Celtics
Neil,Johnson,G-C,2.01,99.0,USA,1966,15,24,West,Pacific,Phoenix Suns
Anthony,Johnson,G-C,1.9,87.75,USA,1997,39,12,East,Central,Indiana Pacers
Kannard,Johnson,G-C,2.06,99.0,USA,1987,41,6,East,Central,Cleveland Cavaliers
DerMarr,Johnson,G-C,2.06,94.5,USA,2000,6,8,West,Northwest,Denver Nuggets
JaJuan,Johnson,G-C,2.08,99.45,USA,2011,27,2,East,Atlantic,Boston Celtics
James,Johnson,F,2.01,108.0,USA,2009,16,12,East,Central,Indiana Pacers
Frank,Johnson,G-C,1.9,83.25,USA,1981,11,30,East,Southeast,Washington Wizards
Kevin,Johnson,G-C,1.85,85.5,USA,1987,7,24,West,Pacific,Phoenix Suns
Reggie,Johnson,G-C,2.06,92.25,USA,1980,15,27,West,Southwest,San Antonio Spurs
Dennis,Johnson,G-C,1.93,83.25,USA,1976,29,2,East,Atlantic,Boston Celtics
George,Johnson,G-C,2.11,110.25,USA,1970,9,11,West,Southwest,Houston Rockets
Lee,Johnson,G-C,2.11,92.25,USA,1979,17,11,West,Southwest,Houston Rockets
Orlando,Johnson,G-C,1.96,99.0,USA,2012,36,12,East,Central,Indiana Pacers
David,Johnson,G-C,1.8,76.5,USA,undrafted,undrafted,9,East,Central,Detroit Pistons
Ken,Johnson,G-C,2.03,108.0,USA,1985,28,25,West,Northwest,Portland Trail Blazers
Buck,Johnson,G-C,2.01,85.5,USA,1986,undrafted,11,West,Southwest,Houston Rockets
Amir,Johnson,F-C,2.06,108.0,USA,2005,56,28,East,Atlantic,Toronto Raptors
Vinnie,Johnson,G-C,1.88,90.0,USA,1979,7,9,East,Central,Detroit Pistons
David,Johnson,G,1.93,91.35000000000001,USA,2021,47,28,East,Atlantic,Toronto Raptors
Arnie,Johnson,G-C,1.96,106.2,USA,undrafted,undrafted,26,West,Pacific,Sacramento Kings
Keldon,Johnson,F,1.96,99.0,USA,2019,29,27,West,Southwest,San Antonio Spurs
Stanley,Johnson,F,1.98,108.9,USA,2015,8,27,West,Southwest,San Antonio Spurs
Tyler,Johnson,G,1.9,83.7,USA,undrafted,undrafted,27,West,Southwest,San Antonio Spurs
Alize,Johnson,F,2.01,95.4,USA,2018,undrafted,27,West,Southwest,San Antonio Spurs
Avery,Johnson,G-C,1.8,83.25,USA,undrafted,undrafted,27,West,Southwest,San Antonio Spurs
Gus,Johnson,G-C,1.98,103.5,USA,1963,undrafted,30,East,Southeast,Washington Wizards
BJ,Johnson,F,2.01,90.0,USA,undrafted,undrafted,22,East,Southeast,Orlando Magic
Darius,Johnson-Odom,G-C,1.88,91.8,USA,2012,55,14,West,Pacific,Los Angeles Lakers
Neil,Johnston,G-C,2.03,94.5,USA,undrafted,undrafted,10,West,Pacific,Golden State Warriors
Nate,Johnston,G-C,2.03,94.5,USA,1988,59,25,West,Northwest,Portland Trail Blazers
Jim,Johnstone,G-C,2.11,110.25,USA,1982,51,9,East,Central,Detroit Pistons
Nikola,Jokic,C,2.11,127.8,Serbia,2014,41,8,West,Northwest,Denver Nuggets
Howie,Jolliff,G-C,2.01,98.10000000000001,USA,1960,undrafted,14,West,Pacific,Los Angeles Lakers
Popeye,Jones,G-C,2.03,119.25,USA,1992,41,7,West,Southwest,Dallas Mavericks
Jemerrio,Jones,F,1.96,78.3,USA,2018,undrafted,14,West,Pacific,Los Angeles Lakers
Edgar,Jones,G-C,2.08,101.25,USA,1979,31,27,West,Southwest,San Antonio Spurs
Wali,Jones,G-C,1.88,81.0,USA,1964,18,23,East,Atlantic,Philadelphia 76ers
Charles,Jones,G-C,2.03,96.75,USA,1984,36,24,West,Pacific,Phoenix Suns
Caldwell,Jones,G-C,2.11,97.65,USA,1973,32,23,East,Atlantic,Philadelphia 76ers
Bobby,Jones,G-C,2.06,94.5,USA,1974,5,23,East,Atlantic,Philadelphia 76ers
Dillon,Jones,F,1.96,105.75,USA,2024,26,21,West,Northwest,Oklahoma City Thunder
Colby,Jones,G,1.98,93.15,USA,2023,34,26,West,Pacific,Sacramento Kings
Fred,Jones,G-C,1.88,101.25,USA,2002,14,12,East,Central,Indiana Pacers
Major,Jones,G-C,2.06,101.25,USA,1976,undrafted,11,West,Southwest,Houston Rockets
Dahntay,Jones,G-C,1.98,101.25,USA,2003,undrafted,15,West,Southwest,Memphis Grizzlies
Rich,Jones,G-C,2.03,99.0,USA,1969,58,3,East,Atlantic,Brooklyn Nets
K.C.,Jones,G-C,1.85,90.0,USA,1956,undrafted,2,East,Atlantic,Boston Celtics
Isaac,Jones,F,2.06,110.25,USA,undrafted,undrafted,26,West,Pacific,Sacramento Kings
Dwight,Jones,G-C,2.08,94.5,USA,1973,9,5,East,Central,Chicago Bulls
James,Jones,G-C,2.03,98.10000000000001,USA,2003,49,16,East,Southeast,Miami Heat
Damian,Jones,C,2.08,110.25,USA,2016,undrafted,6,East,Central,Cleveland Cavaliers
Terrence,Jones,G-C,2.06,113.4,USA,2012,18,11,West,Southwest,Houston Rockets
Bill,Jones,G-C,2.01,78.75,USA,1968,undrafted,3,East,Atlantic,Brooklyn Nets
Earl,Jones,G-C,2.13,94.5,USA,1984,23,17,East,Central,Milwaukee Bucks
Charles,Jones,G-C,2.06,96.75,USA,1979,165,30,East,Southeast,Washington Wizards
Larry,Jones,G-C,1.88,81.0,USA,1964,undrafted,23,East,Atlantic,Philadelphia 76ers
Jimmy,Jones,G-C,1.93,84.60000000000001,USA,1967,13,30,East,Southeast,Washington Wizards
Tyus,Jones,G,1.85,88.2,USA,2015,24,24,West,Pacific,Phoenix Suns
Shelton,Jones,G-C,2.03,94.5,USA,1988,27,23,East,Atlantic,Philadelphia 76ers
Willie,Jones,G-C,1.9,83.25,USA,1960,36,9,East,Central,Detroit Pistons
Spencer,Jones,F,2.01,101.25,USA,undrafted,undrafted,8,West,Northwest,Denver Nuggets
Jake,Jones,G-C,1.9,81.0,USA,1971,97,26,West,Pacific,Sacramento Kings
Willie,Jones,G-C,2.03,85.5,USA,1982,54,13,West,Pacific,LA Clippers
Dominique,Jones,G-C,1.96,96.75,USA,2010,25,7,West,Southwest,Dallas Mavericks
Mason,Jones,G,1.93,90.0,USA,undrafted,undrafted,26,West,Pacific,Sacramento Kings
DeQuan,Jones,F,2.03,99.45,USA,undrafted,undrafted,22,East,Southeast,Orlando Magic
Dwayne,Jones,G-C,2.11,111.60000000000001,USA,undrafted,undrafted,6,East,Central,Cleveland Cavaliers
Johnny,Jones,G-C,2.01,92.25,USA,undrafted,undrafted,2,East,Atlantic,Boston Celtics
Askia,Jones,G-C,1.96,90.0,USA,undrafted,undrafted,18,West,Northwest,Minnesota Timberwolves
Wil,Jones,G-C,2.03,92.25,USA,1969,69,12,East,Central,Indiana Pacers
Kevin,Jones,G-C,2.03,117.0,USA,undrafted,undrafted,6,East,Central,Cleveland Cavaliers
Robin,Jones,G-C,2.06,101.25,USA,undrafted,undrafted,25,West,Northwest,Portland Trail Blazers
Mark,Jones,G-C,1.98,96.75,USA,1983,82,22,East,Southeast,Orlando Magic
Steve,Jones,G-C,1.96,92.25,USA,undrafted,undrafted,25,West,Northwest,Portland Trail Blazers
Sam,Jones,G-C,1.93,89.10000000000001,USA,1957,8,2,East,Atlantic,Boston Celtics
Solomon,Jones,G-C,2.08,110.25,USA,2006,33,1,East,Southeast,Atlanta Hawks
Anthony,Jones,G-C,1.98,87.75,USA,1986,21,7,West,Southwest,Dallas Mavericks
Tre,Jones,G,1.85,83.25,USA,2020,41,27,West,Southwest,San Antonio Spurs
David,Jones,F,1.98,94.5,Dominican Republic,undrafted,undrafted,23,East,Atlantic,Philadelphia 76ers
Nick,Jones,G-C,1.88,85.5,USA,1967,31,10,West,Pacific,Golden State Warriors
Ozell,Jones,G-C,2.11,105.75,USA,1984,undrafted,27,West,Southwest,San Antonio Spurs
Eddie,Jones,G-C,1.98,90.0,USA,1994,undrafted,16,East,Southeast,Miami Heat
Herbert,Jones,F,2.01,92.7,USA,2021,35,19,West,Southwest,New Orleans Pelicans
Jalen,Jones,G-C,2.01,99.0,USA,2016,undrafted,6,East,Central,Cleveland Cavaliers
Carlik,Jones,G,1.83,78.3,USA,undrafted,undrafted,5,East,Central,Chicago Bulls
Kai,Jones,F-C,2.11,99.45,Bahamas,2021,19,13,West,Pacific,LA Clippers
Dontae',Jones,G-C,2.03,99.0,USA,1996,21,2,East,Atlantic,Boston Celtics
Alvin,Jones,G-C,2.11,119.25,USA,2001,56,23,East,Atlantic,Philadelphia 76ers
Damon,Jones,G-C,1.9,87.75,USA,undrafted,undrafted,6,East,Central,Cleveland Cavaliers
Jumaine,Jones,G-C,2.03,103.5,USA,1999,27,6,East,Central,Cleveland Cavaliers
Bobby,Jones,G-C,2.01,96.75,USA,2006,37,23,East,Atlantic,Philadelphia 76ers
Perry,Jones III,G-C,2.11,105.75,USA,2012,28,21,West,Northwest,Oklahoma City Thunder
Derrick,Jones Jr.,G-F,1.98,94.5,USA,undrafted,undrafted,13,West,Pacific,LA Clippers
Eddie,Jordan,G-C,1.85,76.5,USA,1977,33,3,East,Atlantic,Brooklyn Nets
Jerome,Jordan,G-C,2.13,113.85000000000001,Jamaica,2010,44,3,East,Atlantic,Brooklyn Nets
Reggie,Jordan,G-C,1.93,87.75,USA,undrafted,undrafted,18,West,Northwest,Minnesota Timberwolves
Adonis,Jordan,G-C,1.8,76.5,USA,1993,42,8,West,Northwest,Denver Nuggets
Michael,Jordan,G-C,1.98,97.2,USA,1984,3,5,East,Central,Chicago Bulls
Walter,Jordan,G-C,2.01,89.10000000000001,USA,1978,84,6,East,Central,Cleveland Cavaliers
Thomas,Jordan,G-C,2.08,99.0,USA,undrafted,undrafted,23,East,Atlantic,Philadelphia 76ers
DeAndre,Jordan,C,2.11,119.25,USA,2008,35,8,West,Northwest,Denver Nuggets
Phil,Jordon,G-C,2.08,92.25,USA,1956,undrafted,26,West,Pacific,Sacramento Kings
Johnny,Jorgensen,G-C,1.88,83.25,USA,undrafted,undrafted,14,West,Pacific,Los Angeles Lakers
Noble,Jorgensen,G-C,2.06,102.60000000000001,USA,undrafted,undrafted,23,East,Atlantic,Philadelphia 76ers
Kris,Joseph,G-C,2.01,94.5,Canada,2012,51,2,East,Atlantic,Boston Celtics
Yvon,Joseph,G-C,2.11,110.25,USA,1985,36,3,East,Atlantic,Brooklyn Nets
Garth,Joseph,G-C,2.18,137.70000000000002,USA,undrafted,undrafted,8,West,Northwest,Denver Nuggets
Cory,Joseph,G,1.88,90.0,Canada,2011,29,22,East,Southeast,Orlando Magic
Nikola,Jovic,F,2.08,92.25,Serbia,2022,27,16,East,Southeast,Miami Heat
Jeff,Judkins,G-C,1.98,83.25,USA,1978,undrafted,2,East,Atlantic,Boston Celtics
Johnny,Juzang,G,1.96,94.05,USA,undrafted,undrafted,29,West,Northwest,Utah Jazz
Mfiondu,Kabengele,F,2.08,112.5,Canada,2019,27,2,East,Atlantic,Boston Celtics
George,Kaftan,G-C,1.9,85.5,USA,1949,undrafted,20,East,Atlantic,New York Knicks
Ed,Kalafat,G-C,1.98,110.25,USA,1954,9,14,West,Pacific,Los Angeles Lakers
Georgios,Kalaitzakis,F,2.01,86.4,Greece,2021,undrafted,21,West,Northwest,Oklahoma City Thunder
Chris,Kaman,G-C,2.13,119.25,USA,2003,6,13,West,Pacific,LA Clippers
Frank,Kaminsky,F-C,2.13,108.0,USA,2015,9,24,West,Pacific,Phoenix Suns
Enes,Kanter,C,2.08,112.5,Turkey,2011,3,2,East,Atlantic,Boston Celtics
Ralph,Kaplowitz,G-C,1.88,76.5,USA,undrafted,undrafted,10,West,Pacific,Golden State Warriors
Jason,Kapono,G-C,2.03,96.75,USA,2003,31,28,East,Atlantic,Toronto Raptors
Sergey,Karasev,G-C,2.01,93.60000000000001,Russia,2013,19,3,East,Atlantic,Brooklyn Nets
George,Karl,G-C,1.88,83.25,USA,1973,66,27,West,Southwest,San Antonio Spurs
Coby,Karl,G-C,1.96,96.75,USA,undrafted,undrafted,14,West,Pacific,Los Angeles Lakers
Mario,Kasun,G-C,2.16,117.0,Croatia,2002,undrafted,22,East,Southeast,Orlando Magic
Bob,Kauffman,G-C,2.03,108.0,USA,1968,3,13,West,Pacific,LA Clippers
Sasha,Kaun,G-C,2.11,117.0,Russia,2008,56,6,East,Central,Cleveland Cavaliers
Yuki,Kawamura,G,1.73,71.55,Japan,undrafted,undrafted,15,West,Southwest,Memphis Grizzlies
Clarence,Kea,G-C,1.98,98.10000000000001,USA,1980,169,7,West,Southwest,Dallas Mavericks
Tommy,Kearns,G-C,1.8,83.25,USA,1958,29,23,East,Atlantic,Philadelphia 76ers
Michael,Kearns,G-C,1.88,80.10000000000001,USA,1951,48,10,West,Pacific,Golden State Warriors
Adam,Keefe,G-C,2.06,103.5,USA,1992,undrafted,29,West,Northwest,Utah Jazz
Harold,Keeling,G-C,1.93,83.25,USA,1985,63,7,West,Southwest,Dallas Mavericks
Trevor,Keels,G,1.93,99.45,USA,2022,42,18,West,Northwest,Minnesota Timberwolves
Kylor,Kelley,C,2.13,96.75,USA,undrafted,undrafted,14,West,Pacific,Los Angeles Lakers
Rich,Kelley,G-C,2.13,105.75,USA,1975,7,29,West,Northwest,Utah Jazz
Clark,Kellogg,G-C,2.01,101.25,USA,1982,8,12,East,Central,Indiana Pacers
Gerard,Kelly,G-C,1.88,77.4,USA,undrafted,undrafted,2,East,Atlantic,Boston Celtics
Tom,Kelly,G-C,1.83,76.5,USA,1948,undrafted,2,East,Atlantic,Boston Celtics
Ryan,Kelly,G-C,2.11,103.5,USA,2013,48,14,West,Pacific,Los Angeles Lakers
Greg,Kelser,G-C,2.01,85.5,USA,1979,4,21,West,Northwest,Oklahoma City Thunder
Ben,Kelso,G-C,1.9,87.75,USA,1973,129,9,East,Central,Detroit Pistons
Shawn,Kemp,G-C,2.08,126.0,USA,1989,17,21,West,Northwest,Oklahoma City Thunder
Tim,Kempton,G-C,2.08,110.25,USA,1986,124,4,East,Southeast,Charlotte Hornets
Frank,Kendrick,G-C,1.98,89.10000000000001,USA,1974,47,10,West,Pacific,Golden State Warriors
Luke,Kennard,G,1.96,92.7,USA,2017,12,15,West,Southwest,Memphis Grizzlies
D.J.,Kennedy,G-C,1.96,96.3,USA,undrafted,undrafted,6,East,Central,Cleveland Cavaliers
William,Kennedy,G-C,1.8,81.0,USA,1960,15,10,West,Pacific,Golden State Warriors
Eugene,Kennedy,G-C,1.96,92.25,USA,1971,139,11,West,Southwest,Houston Rockets
Joe,Kennedy,G-C,1.98,94.5,USA,1968,122,21,West,Northwest,Oklahoma City Thunder
Larry,Kenon,G-C,2.06,92.25,USA,1973,undrafted,27,West,Southwest,San Antonio Spurs
Bill,Kenville,G-C,1.88,84.15,USA,1953,undrafted,23,East,Atlantic,Philadelphia 76ers
Jonathan,Kerner,G-C,2.11,110.25,USA,undrafted,undrafted,22,East,Southeast,Orlando Magic
Johnny,Kerr,G-C,2.06,103.5,USA,1954,6,23,East,Atlantic,Philadelphia 76ers
Steve,Kerr,G-C,1.85,81.0,USA,1988,undrafted,5,East,Central,Chicago Bulls
Jack,Kerris,G-C,1.98,96.75,USA,1949,9,9,East,Central,Detroit Pistons
Jerome,Kersey,G-C,2.01,110.25,USA,1984,46,25,West,Northwest,Portland Trail Blazers
Walker,Kessler,C,2.13,110.25,USA,2022,22,29,West,Northwest,Utah Jazz
Alec,Kessler,G-C,2.11,103.5,USA,1990,12,16,East,Southeast,Miami Heat
Lari,Ketner,G-C,2.08,128.25,USA,1999,49,6,East,Central,Cleveland Cavaliers
Braxton,Key,G,2.03,101.25,USA,undrafted,undrafted,13,West,Pacific,LA Clippers
Randolph,Keys,G-C,2.01,94.5,USA,1988,22,6,East,Central,Cleveland Cavaliers
Viktor,Khryapa,G-C,2.06,98.10000000000001,Russia,2004,22,25,West,Northwest,Portland Trail Blazers
Stanton,Kidd,F,1.98,97.2,USA,undrafted,undrafted,29,West,Northwest,Utah Jazz
Warren,Kidd,G-C,2.06,105.75,USA,undrafted,undrafted,23,East,Atlantic,Philadelphia 76ers
Jason,Kidd,G-C,1.93,94.5,USA,1994,2,3,East,Atlantic,Brooklyn Nets
Michael,Kidd-Gilchrist,F,1.98,104.4,USA,2012,2,4,East,Southeast,Charlotte Hornets
Irv,Kiffin,G-C,2.06,101.25,USA,undrafted,undrafted,27,West,Southwest,San Antonio Spurs
Jack,Kiley,G-C,1.85,76.5,USA,1951,13,9,East,Central,Detroit Pistons
Ernie,Killum,G-C,1.9,81.0,USA,1970,undrafted,14,West,Pacific,Los Angeles Lakers
Sean,Kilpatrick,G-C,1.93,95.4,USA,undrafted,undrafted,3,East,Atlantic,Brooklyn Nets
Carl,Kilpatrick,G-C,2.08,103.5,USA,1978,158,29,West,Northwest,Utah Jazz
Toby,Kimball,G-C,1.98,99.0,USA,1965,26,11,West,Southwest,Houston Rockets
Bo,Kimble,G-C,1.93,85.5,USA,1990,8,13,West,Pacific,LA Clippers
Stan,Kimbrough,G-C,1.8,68.85000000000001,USA,undrafted,undrafted,9,East,Central,Detroit Pistons
Chad,Kinch,G-C,1.93,85.5,USA,1980,22,6,East,Central,Cleveland Cavaliers
